Gene,MF: LIHC,METH: LIHC,GE: LIHC,CNA: LIHC,hsa04010,hsa04020,hsa04110,hsa04115,hsa04151,hsa04310,hsa04350,hsa04932,hsa04936,hsa05160,hsa05161
OSTC,0.0,0.0553402715177422,0.0080912475237622,0.6383763837638378,0,0,0,0,0,0,0,0,0,0,0
GTPBP4,0.0,0.0607840862126726,0.0811242619516128,0.0,0,0,0,0,0,0,0,0,0,0,0
KCND2,0.0,0.0153462006800559,0.162259181912252,0.1254612546125461,0,0,0,0,0,0,0,0,0,0,0
CACNA1I,0.0247554082796042,0.4242112119171557,0.1385586773446589,0.0,1,1,0,0,0,0,0,0,0,0,0
FBXO3,0.0,0.0082528030351155,0.0098750371110776,0.0,0,0,0,0,0,0,0,0,0,0,0
HMGN2,0.0,0.0126068727877058,0.0381722164456383,0.5239852398523986,0,0,0,0,0,0,0,0,0,0,0
TBL3,0.0249356167178221,0.0068073187914953,0.0330047129144394,0.0,0,0,0,0,0,0,0,0,0,0,0
AGO1,0.0,0.1874436651050555,0.0350989074546335,0.0,0,0,0,0,0,0,0,0,0,0,0
PGAM5,0.0249882375795571,0.0019708399549688,0.0198945589679327,0.2177121771217712,0,0,0,0,0,0,0,0,0,0,0
VHL,0.0,0.0580291807013353,0.0386729670087372,0.0,0,0,0,0,0,0,0,0,0,0,0
TRIM21,0.0250622935041612,0.2032522097391374,0.0116209057830479,0.0,0,0,0,0,0,0,0,0,0,0,0
ATP5MG,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
TESC,0.0,0.036230047393236,0.1124718043717105,0.0,0,0,0,0,0,0,0,0,0,0,0
PREX1,0.0250146118085835,0.0527577123042226,0.0618015540265331,0.0,0,0,0,0,0,0,0,0,0,0,0
MAP1LC3C,0.0,0.3240795755446054,0.1188998990789551,0.9889298892988932,0,0,0,0,0,0,0,0,0,0,0
RFC5,0.0250339383925994,0.0012206326525721,0.0622252495673101,0.0,0,0,0,0,0,0,0,0,0,0,0
ESRP1,0.0247964814292465,0.1314281216027221,0.3033698436144219,0.0,0,0,0,0,0,0,0,0,0,0,0
NIN,0.0,0.0318011539159538,0.0751013582455105,0.0,0,0,0,0,0,0,0,0,0,0,0
COMT,0.0,0.1132701795303618,0.0875219359186743,0.0,0,0,0,0,0,0,0,0,0,0,0
SMN2,0.0,0.0,0.0213305335976621,0.0,0,0,0,0,0,0,0,0,0,0,0
SMN1,0.0,0.0,0.0244282048806438,0.0,0,0,0,0,0,0,0,0,0,0,0
TIAM1,0.0496741378581429,0.1290849428241255,0.1243749867350504,0.0,0,0,0,0,0,0,0,0,0,0,0
ADARB1,0.0,0.0379040038784264,0.0175567425188022,0.0,0,0,0,0,0,0,0,0,0,0,0
CSE1L,0.0,0.0002987434231577,0.0812205883538656,0.0,0,0,0,0,0,0,0,0,0,0,0
ATP5PD,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
TRA2B,0.0,0.0003612891716485,0.0199819866845474,0.0,0,0,0,0,0,0,0,0,1,0,0
RPL24,0.0,0.0551159898709367,0.0080038016657885,0.0,0,0,0,0,0,0,0,0,0,0,0
PHC1,0.0,0.0175698093721299,0.0079361093201164,0.0,0,0,0,0,0,0,0,0,0,0,0
RPL32,0.0250070540649932,0.0032714469740922,0.0256261844846682,0.0,0,0,0,0,0,0,0,0,0,0,0
RLIM,0.0499087434863893,0.1137851970756377,0.0043696830209088,0.0,0,0,0,0,0,0,0,0,0,0,0
DDX1,0.0248922039658375,0.0262984482663934,0.035039375013875,0.0,0,0,0,0,0,0,0,0,0,0,0
ARPC4,0.0,0.0116617651828631,0.0336205599388452,0.0,0,0,0,0,0,0,0,0,0,0,0
PPM1K,0.0249682879031836,0.0015367343935635,0.1191148539935594,0.6568265682656828,0,0,0,0,0,0,0,0,0,0,0
PSMC6,0.0250302899764453,0.0104110869653845,0.0350951254168028,0.0,0,0,0,0,0,0,0,0,0,0,0
TGOLN2,0.0248905523465232,0.0377879191229581,0.0029252999019294,0.0,0,0,0,0,0,0,0,0,0,0,0
PTPN4,0.0248750898739433,0.0116622903910748,0.0076523875318754,0.0,0,0,0,0,0,0,0,0,0,0,0
CASC3,0.0,0.0095209572792251,0.0872454188638893,0.0,0,0,0,0,0,0,0,0,0,0,0
RPS10,0.0,0.0065106831144488,0.0567843040014335,0.0,0,0,0,0,0,0,0,0,0,0,0
IFT57,0.0,0.1043686862727667,0.0035450563433573,0.0,0,0,0,0,0,0,0,0,0,0,0
STK17B,0.0249557263085191,0.0,0.027610008687197,0.0,0,0,0,0,0,0,0,0,0,0,0
HIST1H1C,0.0250663508602372,0.0012390251656049,0.082574090272547,0.0,0,0,0,0,0,0,0,0,0,0,0
UPF1,0.0250136073137398,0.0017884768631258,0.0425519593625553,0.0,0,0,0,0,0,0,0,0,0,0,0
GRK4,0.0,0.0030962748217617,0.0217051276481978,0.3136531365313653,0,0,0,0,0,0,0,0,0,0,0
ECHDC1,0.0,0.0214484735206052,0.037357191005609,0.0,0,0,0,0,0,0,0,0,0,0,0
CLPX,0.0,0.0019806314240579,0.0534948348360028,0.0,0,0,0,0,0,0,0,0,0,0,0
BRD4,0.0247404146492669,0.0031914383553658,0.0077691658231207,0.2546125461254613,0,0,0,0,0,0,0,0,0,0,0
PTGES3,0.0,0.0016166480344569,0.0632945432222648,0.0,0,0,0,0,0,0,0,0,0,0,0
MXI1,0.0,0.0050665438023323,0.045021063109476,0.3874538745387454,0,0,0,0,0,0,0,0,0,0,0
AZU1,0.0250492611717436,0.0,0.1730395495799991,0.3210332103321033,0,0,0,0,0,0,0,0,0,0,0
PITX3,0.0500759201815265,0.3463259732569345,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
RASIP1,0.025039820604362,0.013199480805557,0.0094805837825894,0.0,0,0,0,0,0,0,0,0,0,0,0
RBMXL1,0.0,0.0,0.0729148479770436,0.0,0,0,0,0,0,0,0,0,0,0,0
BOP1,0.0,0.1458670421156603,0.1465714174028406,0.0,0,0,0,0,0,0,0,0,0,0,0
PIM1,0.0,0.0006867954070067,0.0661872285458627,0.0,0,0,0,0,0,0,0,0,0,0,0
MRPL28,0.0250326812214994,0.0159494660093569,0.0225353472443954,0.0,0,0,0,0,0,0,0,0,0,0,0
DHX36,0.024572866467477,0.0129448393230268,0.0293085960028085,0.0,0,0,0,0,0,0,0,0,0,0,0
STRBP,0.0249530627529433,0.0098204986457039,0.0506018645945174,0.4391143911439115,0,0,0,0,0,0,0,0,0,0,0
FGA,0.1250268788286811,0.1952615221564701,0.1492712921722997,0.0,0,0,0,0,0,0,0,0,0,0,0
BRCC3,0.0,0.1001291192795971,0.0234133634277455,0.3210332103321033,0,0,0,0,0,0,0,0,0,0,0
DDX23,0.0,0.001793106007093,0.042074621450412,0.0,0,0,0,0,0,0,0,0,0,0,0
GADD45GIP1,0.0,0.0030174288381746,0.0255687538580708,0.0,0,0,0,0,0,0,0,0,0,0,0
MKNK2,0.0499909075557796,0.012241867375792,0.0109733953960494,0.3210332103321033,1,0,0,0,0,0,0,0,0,0,0
HIST2H2BE,0.0250375589290405,0.0063960414145587,0.0455516365688186,0.0,0,0,0,0,0,0,0,0,0,0,0
GCM1,0.0,0.2345998166259872,0.0948258515123603,0.0,0,0,0,0,0,0,0,0,0,0,0
RNF125,0.0,0.0183825399611386,0.1793445902107126,0.0,0,0,0,0,0,0,0,0,0,0,0
PDCD6IP,0.0,0.0022051040913031,0.0375594520734448,0.0,0,0,0,0,0,0,0,0,0,0,0
SIN3B,0.0728437411022459,0.0015638786121935,0.0824147057427404,0.0,0,0,0,0,0,0,0,0,0,0,0
FUS,0.0244801757171802,0.0014032409924792,0.0773567362431453,0.0,0,0,0,0,0,0,0,0,0,0,0
HIST1H1D,0.0,0.4208277262824572,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
MZT2A,0.0,0.0012520901048211,0.0225426369566213,0.0,0,0,0,0,0,0,0,0,0,0,0
IKBIP,0.0500113145753691,0.0025945858609645,0.0543360018983309,0.0,0,0,0,0,0,0,0,0,0,0,0
FASN,0.14734863832094,0.0048257744199764,0.1216037249562509,0.0,0,0,0,0,0,0,0,0,1,0,0
TFIP11,0.0,0.0063500369351057,0.0399666019916401,0.0,0,0,0,0,0,0,0,0,0,0,0
CLNS1A,0.0,0.0087950867953224,0.0285781271245031,0.0,0,0,0,0,0,0,0,0,0,0,0
TSPAN6,0.0,0.0647547779342024,0.0091370327131073,0.0,0,0,0,0,0,0,0,0,0,0,0
LITAF,0.0245669990329233,0.0,0.021541638347162,0.0,0,0,0,0,0,0,0,0,0,0,0
EEF1D,0.0247906192516224,0.0042347028638389,0.0311467236588449,0.0,0,0,0,0,0,0,0,0,0,0,0
NAA10,0.0,0.1373754399054496,0.0773188730453351,0.3210332103321033,0,0,0,0,0,0,0,0,0,0,0
MYOZ2,0.0250287080033183,0.4041512040884152,0.141974487465762,0.0,0,0,0,0,0,0,0,0,0,0,0
MED10,0.0,0.0069972441126538,0.0404637245244445,0.0,0,0,0,0,0,0,0,0,0,0,0
WDR43,0.0,0.000710474121939,0.0170768316754773,0.0,0,0,0,0,0,0,0,0,0,0,0
HDGF,0.0,0.013188632168938,0.0346531605457161,0.0,0,0,0,0,0,0,0,0,0,0,0
PCGF5,0.0,0.0002035948611449,0.0189070980954121,0.0,0,0,0,0,0,0,0,0,0,0,0
KLHL9,0.0500104712448996,0.0291961926141746,0.0070731014117438,0.0,0,0,0,0,0,0,0,0,0,0,0
SH3GLB1,0.0247069612208475,0.00380205782505,0.003233162684553,0.0,0,0,0,0,0,0,0,0,0,0,0
CLK2,0.0249737870095088,0.0662502586284725,0.1209476444331568,0.0,0,0,0,0,0,0,0,0,0,0,0
ANXA4,0.0,0.0173834291077298,0.0041043873423889,0.0,0,0,0,0,0,0,0,0,0,0,0
PADI4,0.0250255604290781,0.1323545280789221,0.2509468049712808,0.5239852398523986,0,0,0,0,0,0,0,0,0,0,0
TNFSF14,0.0,0.1818103581516956,0.0228311469192087,0.0,0,0,0,0,0,0,0,0,0,0,0
WWP2,0.0,0.0111968335817605,0.0564294953847658,0.0,0,0,0,0,0,0,0,0,0,0,0
TTLL7,0.0248847519301391,0.0714532338213848,0.0348165947997784,0.0,0,0,0,0,0,0,0,0,0,0,0
DCAF6,0.0249199186172025,0.0015165075235917,0.0180020638754541,0.0,0,0,0,0,0,0,0,0,0,0,0
SNRNP40,0.0249731904070445,0.0256448362194991,0.0257701970094096,0.5239852398523986,0,0,0,0,0,0,0,0,0,0,0
LBR,0.0500173169479482,0.0383688904832859,0.0585340144080359,0.0,0,0,0,0,0,0,0,0,0,0,0
PCGF1,0.0,0.0001976150444136,0.0801990028784482,0.0,0,0,0,0,0,0,0,0,0,0,0
ACLY,0.0,0.0286961904678534,0.1159231108439808,0.0,0,0,0,0,0,0,0,0,0,0,0
KLC2,0.0,0.0107875921601409,0.1410625826534723,0.0,0,0,0,0,0,0,0,0,0,0,0
PRKX,0.0,0.0793647717425693,0.0035993181421914,0.0,0,0,0,0,0,0,0,0,0,0,0
MYBBP1A,0.0249655119135859,0.0032358091713469,0.043450196887483,0.8339483394833949,0,0,0,0,0,0,0,0,0,0,0
ROCK2,0.0247427005354547,0.0179007012123889,0.0313967393609449,0.0,0,0,0,0,0,1,0,0,0,0,0
PUM2,0.024845875493573,0.0013156254154662,0.0133175996586814,0.0,0,0,0,0,0,0,0,0,0,0,0
ARHGAP21,0.0,0.0014653642819254,0.0225318326817151,0.0,0,0,0,0,0,0,0,0,0,0,0
SUPT6H,0.0248455047270439,0.0110995952703355,0.026418096150472,0.0,0,0,0,0,0,0,0,0,0,0,0
EDARADD,0.0248807770255531,0.0,0.0218480371654931,0.9889298892988932,0,0,0,0,0,0,0,0,0,0,0
CARD9,0.0,0.0,0.016723088364287,0.4391143911439115,0,0,0,0,0,0,0,0,0,0,0
UBE2E1,0.0,0.0564599847311988,0.0340192709620521,0.0,0,0,0,0,0,0,0,0,0,0,0
PTPRE,0.0249656567964768,0.1152192297578793,0.0221512244303792,0.3874538745387454,0,0,0,0,0,0,0,0,0,0,0
TBPL1,0.0,0.0106700156988598,0.0142515066917395,0.0,0,0,0,0,0,0,0,0,0,0,0
SENP2,0.0250359784173063,0.006009021342949,0.0115174782920092,0.0,0,0,0,0,0,1,0,0,0,0,0
RPL27,0.0,0.0096147408860303,0.0462288595499527,0.0,0,0,0,0,0,0,0,0,0,0,0
NUDT21,0.0,0.0001147817533872,0.0023002928128881,0.0,0,0,0,0,0,0,0,0,0,0,0
SCML2,0.0,0.0524552434724682,0.1266999725210205,0.0,0,0,0,0,0,0,0,0,0,0,0
NOL11,0.0,0.0006478907373059,0.0566063884357086,0.0,0,0,0,0,0,0,0,0,0,0,0
SHANK3,0.0747019700482504,0.1788365495613469,0.0725864283186761,0.3062730627306274,0,0,0,0,0,0,0,0,0,0,0
TRIM16L,0.0,0.0,0.0944234861780879,0.0,0,0,0,0,0,0,0,0,0,0,0
SFTPD,0.0,0.366501581144787,0.1794372332403696,0.0,0,0,0,0,0,0,0,0,0,0,0
BBS2,0.0249151920967418,0.0552280922554778,0.0316921104063268,0.0,0,0,0,0,0,0,0,0,0,0,0
PSME3,0.0,0.007594035754571,0.0616817947030776,0.0,0,0,0,0,0,0,0,0,0,1,0
MEX3B,0.0,0.0675782354438204,0.0672280849983149,0.0,0,0,0,0,0,0,0,0,0,0,0
OLFM4,0.0250371796632007,0.3767545561973448,0.1110004619083172,0.0,0,0,0,0,0,0,0,0,0,0,0
NUMBL,0.0250184648294182,0.0136521636892834,0.0640205511636339,0.0,0,0,0,0,0,0,0,0,0,0,0
EEF1A2,0.0,0.0943007386181774,0.39647832110627,0.4723247232472326,0,0,0,0,0,0,0,0,0,0,0
NPM1,0.0249889664505791,0.0076003088046669,0.0738679596153867,0.0,0,0,0,0,0,0,0,0,0,0,0
MBD3,0.0,0.0049360241288371,0.0229997747749292,0.3210332103321033,0,0,0,0,0,0,0,0,0,0,0
MCRS1,0.0250020184390916,0.0034591193092841,0.092313502643989,0.0,0,0,0,0,0,0,0,0,0,0,0
HMGB2,0.0,0.017990063728462,0.1220053036430578,0.0,0,0,0,0,0,0,0,0,0,0,0
MRPS21,0.0,0.0079404226342052,0.0903932258748113,0.0,0,0,0,0,0,0,0,0,0,0,0
EIF4B,0.0,0.0021603254037489,0.0039625353047785,0.0,0,0,0,0,1,0,0,0,0,0,0
REV1,0.0498032918810068,0.0033054811245088,0.0316170003304165,0.0,0,0,0,0,0,0,0,0,0,0,0
MAP3K10,0.0248381840774022,0.0006707463195831,0.0865808630472312,0.0,1,0,0,0,0,0,0,0,0,0,0
ADRA1D,0.0748248545358237,0.1968670977004035,0.0091412988674304,0.0,0,1,0,0,0,0,0,0,0,0,0
PFKFB3,0.0,0.0360237223752537,0.0943562481600304,0.0,0,0,0,0,0,0,0,0,0,0,0
GTF3C3,0.024890606459991,0.0006801061912231,0.065139981656087,0.0,0,0,0,0,0,0,0,0,0,0,0
CACNA1H,0.0245151254951603,0.0403223211360831,0.1042260982657458,0.0,1,1,0,0,0,0,0,0,0,0,0
PNN,0.0,0.0024093346020868,0.0279765868241488,0.0,0,0,0,0,0,0,0,0,0,0,0
ASPH,0.0493366982492058,0.0889842042398614,0.0747803020733724,0.0,0,1,0,0,0,0,0,0,0,0,0
ASNA1,0.0,0.0229354970044239,0.072268203570212,0.0,0,0,0,0,0,0,0,0,0,0,0
SRPK1,0.0,0.0007736878960323,0.0729771223247993,0.0,0,0,0,0,0,0,0,0,0,0,0
BMF,0.024941738661829,0.0128291167985384,0.0435317686387998,0.0,0,0,0,0,0,0,0,0,0,0,0
TMX1,0.0,0.0014494401045445,0.0021229170864544,0.0,0,0,0,0,0,0,0,0,0,0,0
HIST1H2BM,0.0250724027325097,0.6532025692295,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
CCT4,0.0250154722966058,0.0141760289843201,0.0607409562656528,0.0,0,0,0,0,0,0,0,0,0,0,0
ZBTB24,0.0250104392813409,0.0269271635648378,0.0169398187585486,0.0,0,0,0,0,0,0,0,0,0,0,0
SNRPA1,0.0,0.0332344389768181,0.0561658397945436,0.4870848708487085,0,0,0,0,0,0,0,0,0,0,0
SLC22A8,0.0748917128395506,0.1299757723175518,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
SH3PXD2A,0.0,0.0581472889219616,0.0703569057455503,0.0,0,0,0,0,0,0,0,0,0,0,0
SKOR2,0.0,0.2702051630911202,0.0,0.3468634686346865,0,0,0,0,0,0,0,0,0,0,0
AIRE,0.025035245548551,0.0569008169552626,0.1190503578083433,0.0,0,0,0,0,0,0,0,0,0,0,0
CDC73,0.0249880378962863,0.014888750200149,0.0536312885456576,0.0,0,0,0,0,0,0,0,0,0,0,0
LTV1,0.0250488809242477,0.0016975248001013,0.0277773541895203,0.0,0,0,0,0,0,0,0,0,0,0,0
CDH3,0.0,0.0551132587376189,0.0169770514792695,0.0,0,0,0,0,0,0,0,0,0,0,0
CNNM3,0.0,0.0008050183748013,0.0087466178552624,0.0,0,0,0,0,0,0,0,0,0,0,0
MRPL49,0.0250404171362193,0.0067120697219329,0.0320349420085865,0.0,0,0,0,0,0,0,0,0,0,0,0
ETV7,0.0,0.0355856925628693,0.0071499687702659,0.0,0,0,0,0,0,0,0,0,0,0,0
FCER1A,0.0,0.2892111195807544,0.1403704731136814,0.0,0,0,0,0,0,0,0,0,0,0,0
KRTAP4-2,0.0250615752882171,0.5402703659800094,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
ZFP36L1,0.0500499397500408,0.0016056996932541,0.0790079789078408,0.0,0,0,0,0,0,0,0,0,0,0,0
FLI1,0.0247785409413481,0.0387760784665065,0.0143896256308018,0.3431734317343173,0,0,0,0,0,0,0,0,0,0,0
MKNK1,0.0248972207239354,0.0165349838383835,0.0227789380239537,0.0,1,0,0,0,0,0,0,0,0,0,0
EPB41,0.0,0.0,0.0307833865533673,0.5239852398523986,0,0,0,0,0,0,0,0,0,0,0
DTNBP1,0.0,0.0154111886785181,0.0622805727965079,0.0,0,0,0,0,0,0,0,0,0,0,0
RPL26,0.0,0.0020965519106485,0.0266489458721807,0.8339483394833949,0,0,0,0,0,0,0,0,0,0,0
CYTH1,0.0,0.0007002099717049,0.0264174787206647,0.0,0,0,0,0,0,0,0,0,0,0,0
FXR2,0.0250239948239225,0.0060092823332003,0.0108424491806656,0.8339483394833949,0,0,0,0,0,0,0,0,0,0,0
PKP3,0.0250423693475592,0.1748188432730718,0.1489749057361554,0.0,0,0,0,0,0,0,0,0,0,0,0
ACAT2,0.1251426949647416,0.034310518705005,0.0594308044321085,0.0,0,0,0,0,0,0,0,0,0,0,0
RAB7A,0.0,0.0026989364399642,0.0050781483606528,0.0,0,0,0,0,0,0,0,0,0,0,0
TFAM,0.0,0.0006436912546078,0.0049999075686976,0.0,0,0,0,0,0,0,0,0,0,0,0
LUC7L,0.0,0.0433908807982128,0.0495274300679605,0.0,0,0,0,0,0,0,0,0,0,0,0
BTBD2,0.0250459797851877,0.0591445834768296,0.0470886679181308,0.3210332103321033,0,0,0,0,0,0,0,0,0,0,0
RIT1,0.0,0.05987553545216,0.0823409879961854,0.0,0,0,0,0,0,0,0,0,0,0,0
HSD17B4,0.0,0.051246529793915,0.0296700227419262,0.0,0,0,0,0,0,0,0,0,0,0,0
NTMT1,0.0,0.0,0.0224703011695081,0.4391143911439115,0,0,0,0,0,0,0,0,0,0,0
PLOD3,0.0,0.008881409743428,0.1069811112936443,0.1254612546125461,0,0,0,0,0,0,0,0,0,0,0
DDX18,0.0250139249615046,0.0055231747546158,0.0142769892615159,0.0,0,0,0,0,0,0,0,0,0,0,0
NECAP1,0.0497937926113677,0.0,0.0034866957336875,0.0,0,0,0,0,0,0,0,0,0,0,0
UTP14A,0.0,0.1102019023975914,0.0788208229404876,0.0,0,0,0,0,0,0,0,0,0,0,0
RPL36,0.0,0.0,0.0281332827990062,0.0,0,0,0,0,0,0,0,0,0,0,0
IQUB,0.0249633731245179,0.0925947708975299,0.1196934185560483,0.1254612546125461,0,0,0,0,0,0,0,0,0,0,0
ABI2,0.0,0.0153854131889186,0.0405093305072879,0.0,0,0,0,0,0,0,0,0,0,0,0
MED23,0.0497970908721199,0.0021781404831113,0.0423626912667348,0.0,0,0,0,0,0,0,0,0,0,0,0
ZNF512,0.0,0.0578816505002124,0.0970552922470292,0.0,0,0,0,0,0,0,0,0,0,0,0
MYOG,0.0,0.2926399171901229,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
BBS4,0.0,0.0042516756336914,0.0813654633910439,0.0,0,0,0,0,0,0,0,0,0,0,0
MYO5B,0.0250578607062785,0.0044812136498313,0.024765376719169,0.3468634686346865,0,0,0,0,0,0,0,0,0,0,0
SIGLEC5,0.0250447197746393,0.0,0.1388101665463298,0.0,0,0,0,0,0,0,0,0,0,0,0
NCOA6,0.0247773827907123,0.1423418746904811,0.0705220734145092,0.0,0,0,0,0,0,0,0,0,0,0,0
PRRC2A,0.0249626836082159,0.0232868072973537,0.0677708093793641,0.0,0,0,0,0,0,0,0,0,0,0,0
PKP1,0.049831174577687,0.0892457279076287,0.0142982688074588,0.0,0,0,0,0,0,0,0,0,0,0,0
ZNF300,0.0498605439524925,0.1190128977979351,0.137642779997439,0.0,0,0,0,0,0,0,0,0,0,0,0
ATP5ME,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
GTF3C4,0.0248754700578548,0.0119771386361059,0.0073865181912322,0.4391143911439115,0,0,0,0,0,0,0,0,0,0,0
DUT,0.0,0.0022006733941771,0.0773049100368845,0.0,0,0,0,0,0,0,0,0,0,0,0
PRKG1,0.0,0.0,0.0623214455038866,0.0,0,0,0,0,0,0,0,0,0,0,0
AFG3L2,0.0,0.0064974399478876,0.0037088437645519,0.0,0,0,0,0,0,0,0,0,0,0,0
HNRNPH1,0.0,0.0315156339460616,0.0864131941744319,0.0,0,0,0,0,0,0,0,0,0,0,0
RPLP2,0.0,0.0094368047808755,0.0422093658249566,0.0,0,0,0,0,0,0,0,0,0,0,0
SYT1,0.0496061714183859,0.0892722523225525,0.0555503788901489,0.0,0,0,0,0,0,0,0,0,0,0,0
DDX24,0.0,0.0006945825788617,0.0096414806785537,0.0,0,0,0,0,0,0,0,0,0,0,0
FCGR2A,0.0,0.1332432917344786,0.0268853799733138,0.0,0,0,0,0,0,0,0,0,0,0,0
SELPLG,0.0,0.1061147894236506,0.0524212027980266,0.0,0,0,0,0,0,0,0,0,0,0,0
POGZ,0.0,0.0184168300247778,0.1022749997006774,0.0,0,0,0,0,0,0,0,0,0,0,0
LGMN,0.0,0.0085506324912332,0.0402975558014054,0.0,0,0,0,0,0,0,0,0,0,0,0
SORBS2,0.0242678060332136,0.2435622308200455,0.0549182756145971,0.0,0,0,0,0,0,0,0,0,0,0,0
SLAIN2,0.0,0.0052055030530241,0.0078722026942794,0.0,0,0,0,0,0,0,0,0,0,0,0
HABP4,0.0,0.0046354475882383,0.0485337481980214,0.4391143911439115,0,0,0,0,0,0,0,0,0,0,0
KCNJ2,0.0497408943081583,0.2181919707982912,0.0377032435453974,0.0,0,0,0,0,0,0,0,0,0,0,0
RPS15,0.0,0.0249351778703238,0.0221067249764015,0.3210332103321033,0,0,0,0,0,0,0,0,0,0,0
EP400,0.0248636411981345,0.0730469810858563,0.0704790006375632,0.2177121771217712,0,0,0,0,0,0,0,0,0,0,0
GDI2,0.0,0.0025754361560559,0.0040725200474559,0.0,0,0,0,0,0,0,0,0,0,0,0
CDC23,0.0,0.0036378946386848,0.068989186803122,0.0,0,0,1,0,0,0,0,0,0,0,0
LLGL2,0.0,0.0379761641008386,0.0401048789133828,0.0,0,0,0,0,0,0,0,0,0,0,0
ITPR3,0.0736183081593782,0.0393801910065296,0.0323430021571419,0.0,0,1,0,0,0,0,0,0,0,0,0
RTF1,0.0,0.0111555582799382,0.0241493672111936,0.0,0,0,0,0,0,0,0,0,0,0,0
JKAMP,0.0248801126028202,0.0030327235956769,0.0374565856518811,0.0,0,0,0,0,0,0,0,0,0,0,0
HMGN4,0.0250536598138485,0.0446060120104468,0.0931855998562056,0.0,0,0,0,0,0,0,0,0,0,0,0
NAA15,0.0,0.0062982852703561,0.025156615990275,0.0,0,0,0,0,0,0,0,0,0,0,0
GMCL2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
AQP9,0.0,0.1063458006154647,0.1448035404314156,0.0,0,0,0,0,0,0,0,0,0,0,0
EIF2S1,0.0,0.0226572331514137,0.0380401938792192,0.0,0,0,0,0,0,0,0,1,0,1,0
PROX1,0.0,0.0272798961593518,0.0530224784175306,0.0,0,0,0,0,0,0,0,0,0,0,0
ARFGEF2,0.074883077303043,0.0027424101384784,0.0507197809258206,0.0,0,0,0,0,0,0,0,0,0,0,0
MND1,0.0,0.0169485843887568,0.317915001948498,0.0,0,0,0,0,0,0,0,0,0,0,0
MORF4L2,0.0243831939068603,0.1883747398430012,0.0391679120283072,0.0,0,0,0,0,0,0,0,0,0,0,0
TRIM37,0.0248728991576363,0.007652630046387,0.0605851713002575,0.0,0,0,0,0,0,0,0,0,0,0,0
UCHL5,0.0,0.0053252574928157,0.0700647424987939,0.0,0,0,0,0,0,0,0,0,0,0,0
HNRNPA3,0.024930972693828,0.0054058185390032,0.0783655332850915,0.0,0,0,0,0,0,0,0,0,0,0,0
AIMP2,0.0,0.0036908195397769,0.0465816654902145,0.0,0,0,0,0,0,0,0,0,0,0,0
PPIG,0.0249286681607195,0.0239732214306438,0.0103040407602186,0.0,0,0,0,0,0,0,0,0,0,0,0
LMNTD1,0.0250643557320337,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
NOXO1,0.0,0.2217250249928016,0.0601856910423887,0.0,0,0,0,0,0,0,0,0,0,0,0
ARL6IP4,0.0,0.0688490574338093,0.0110292202539074,0.2177121771217712,0,0,0,0,0,0,0,0,0,0,0
AHCTF1,0.0496787929454967,0.0561377564883061,0.0845295926302626,0.9889298892988932,0,0,0,0,0,0,0,0,0,0,0
SPECC1,0.0494474752750449,0.0387446695907991,0.0998695901902966,0.0,0,0,0,0,0,0,0,0,0,0,0
EPB41L2,0.048217668221386,0.0051002268775248,0.0130549816328062,0.0,0,0,0,0,0,0,0,0,0,0,0
RPS6KB2,0.0,0.0061805461818308,0.0430960891951806,0.0,0,0,0,0,1,0,1,0,0,0,0
DNAJC8,0.0,0.0061577582458063,0.0270397147305958,0.5239852398523986,0,0,0,0,0,0,0,0,0,0,0
TCEAL1,0.0,0.0803651627113284,0.0373325202552488,0.0,0,0,0,0,0,0,0,0,0,0,0
MRPL4,0.0,0.0102567456626298,0.0144868407369318,0.0,0,0,0,0,0,0,0,0,0,0,0
AEBP2,0.0,0.0,0.0052369381302954,0.0,0,0,0,0,0,0,0,0,0,0,0
MAN2A2,0.0248440513796052,0.0050916679462878,0.0656355532542781,0.4870848708487085,0,0,0,0,0,0,0,0,0,0,0
BTBD10,0.0,0.0141747787583633,0.0499322607414443,0.0,0,0,0,0,0,0,0,0,0,0,0
FXR1,0.0248433774443537,0.0274964496795673,0.0406037756092627,0.0,0,0,0,0,0,0,0,0,0,0,0
KHDRBS2,0.0,0.1357433451871087,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
PPP1R15B,0.0249878101364517,0.0085434340979784,0.0184102952205582,0.0,0,0,0,0,0,0,0,0,0,0,0
EPHX1,0.0500036907013294,0.0238378755176744,0.046201589284191,0.0,0,0,0,0,0,0,0,0,0,0,0
ASL,0.0,0.0040730937334147,0.0698943881604814,0.0,0,0,0,0,0,0,0,0,0,0,0
